decision_id,origin_port,destination_port,recommended_vessel_class,optimal_speed_knots,bunker_stop_port,bunker_fuel_type,bunker_qty_tons,estimated_voyage_days,total_cost_usd,projected_margin_usd
DEC-0454,Norfolk,Gangavaram,Supramax,11.9,Rotterdam,HSFO,515.4,15.7,686337.85,137519.78
DEC-0455,Newcastle,Visakhapatnam (Inner),Handysize,12.6,Singapore,LSMGO,1068.2,8.6,1767116.88,150205.18
DEC-0456,Maputo,Paradip,Capesize,12.1,Rotterdam,HSFO,422.2,14.9,859345.9,174344.69
DEC-0457,Richards Bay,Paradip,Capesize,13.6,Fujairah,HSFO,548.6,25.8,1315284.56,123515.72
DEC-0458,Maputo,Paradip,Handysize,11.8,Singapore,VLSFO,621.4,28.5,1927946.0,162080.64
DEC-0459,Richards Bay,Dhamra,Supramax,13.3,Visakhapatnam,LSMGO,876.3,15.6,544630.43,57795.04
DEC-0460,Maputo,Gopalpur,Supramax,12.0,Fujairah,VLSFO,733.8,31.1,1814343.13,195825.17
DEC-0461,Maputo,Gangavaram,Panamax,11.6,Visakhapatnam,LSMGO,887.7,16.1,2176119.61,176600.91
DEC-0462,Richards Bay,Paradip,Panamax,13.6,Singapore,VLSFO,966.6,19.4,2115270.1,446898.87
DEC-0463,Newcastle,Gangavaram,Capesize,12.7,Singapore,HSFO,843.7,30.7,785913.9,98604.7
DEC-0464,Richards Bay,Gopalpur,Handysize,13.0,Singapore,HSFO,1081.0,27.4,1186418.61,128821.47
DEC-0465,Newcastle,Visakhapatnam (Outer),Capesize,12.6,Rotterdam,LSMGO,1153.2,22.3,1245547.11,229179.12
DEC-0466,Richards Bay,Gangavaram,Supramax,12.2,Fujairah,HSFO,434.9,13.0,1079803.45,206804.3
DEC-0467,Maputo,Gopalpur,Panamax,12.8,Fujairah,HSFO,1145.3,25.4,1174054.83,99464.01
DEC-0468,Newcastle,Gangavaram,Capesize,12.8,Visakhapatnam,LSMGO,816.0,26.2,2166106.43,284430.33
DEC-0469,Norfolk,Haldia,Panamax,12.9,Fujairah,VLSFO,467.1,25.8,649795.95,103715.7
DEC-0470,Richards Bay,Paradip,Supramax,13.7,Visakhapatnam,HSFO,423.6,29.1,1427022.76,295318.18
DEC-0471,Samarinda,Gopalpur,Handysize,13.0,Visakhapatnam,LSMGO,647.6,10.1,1814227.48,248672.8
DEC-0472,Newcastle,Dhamra,Panamax,12.0,Visakhapatnam,LSMGO,1161.5,26.6,864761.61,181784.54
DEC-0473,Richards Bay,Visakhapatnam (Outer),Supramax,13.3,Fujairah,LSMGO,492.8,29.0,1982170.25,358037.89
DEC-0474,Samarinda,Visakhapatnam (Outer),Handysize,13.8,Singapore,HSFO,724.2,31.2,1343848.11,269958.46
DEC-0475,Maputo,Dhamra,Capesize,12.9,Singapore,LSMGO,937.5,9.7,1271048.22,106739.04
DEC-0476,Norfolk,Visakhapatnam (Inner),Handysize,12.3,Singapore,HSFO,598.2,23.6,1323682.06,274128.74
DEC-0477,Norfolk,Dhamra,Capesize,13.2,Singapore,HSFO,619.3,31.1,1733033.59,166220.64
DEC-0478,Samarinda,Paradip,Capesize,12.9,Fujairah,HSFO,987.3,11.6,1875480.97,399234.88
DEC-0479,Norfolk,Visakhapatnam (Inner),Supramax,13.9,Fujairah,LSMGO,1084.2,24.1,1874069.59,318690.54
DEC-0480,Richards Bay,Visakhapatnam (Inner),Handysize,13.2,Singapore,VLSFO,1104.9,20.7,1203127.44,205453.87
DEC-0481,Newcastle,Gangavaram,Capesize,12.1,Fujairah,LSMGO,1094.1,10.0,1320535.92,149088.68
DEC-0482,Newcastle,Paradip,Panamax,11.9,Rotterdam,LSMGO,541.3,15.2,570163.02,79432.07
DEC-0483,Newcastle,Dhamra,Handysize,13.7,Rotterdam,HSFO,1110.3,11.4,1202754.14,176726.64
DEC-0484,Richards Bay,Gopalpur,Capesize,13.0,Fujairah,LSMGO,1152.5,23.1,568798.22,68468.09
DEC-0485,Newcastle,Dhamra,Panamax,13.1,Singapore,LSMGO,929.6,13.3,1719310.67,344812.07
DEC-0486,Newcastle,Haldia,Handysize,12.6,Fujairah,HSFO,1198.4,23.8,1205079.54,110918.08
DEC-0487,Richards Bay,Haldia,Panamax,12.8,Fujairah,HSFO,664.2,22.1,1992940.27,342704.28
DEC-0488,Samarinda,Paradip,Panamax,12.1,Visakhapatnam,HSFO,1174.3,15.2,1292999.93,252185.01
DEC-0489,Samarinda,Visakhapatnam (Inner),Supramax,11.8,Visakhapatnam,HSFO,1147.6,30.4,953203.79,188150.14
DEC-0490,Samarinda,Visakhapatnam (Inner),Supramax,12.0,Singapore,HSFO,1016.7,15.0,918686.01,99454.69
DEC-0491,Newcastle,Haldia,Supramax,13.1,Rotterdam,HSFO,1168.9,30.5,1981146.56,311083.55
DEC-0492,Samarinda,Haldia,Handysize,12.6,Fujairah,HSFO,1018.0,12.1,1034484.4,190187.96
DEC-0493,Richards Bay,Gangavaram,Panamax,11.7,Visakhapatnam,VLSFO,762.5,22.0,1638966.69,187397.48
DEC-0494,Richards Bay,Gopalpur,Supramax,12.6,Fujairah,HSFO,926.7,15.9,1471463.39,184767.35
DEC-0495,Samarinda,Gopalpur,Panamax,13.5,Rotterdam,HSFO,548.8,30.7,1628914.43,320029.36
DEC-0496,Samarinda,Visakhapatnam (Inner),Handysize,13.8,Fujairah,HSFO,460.6,10.1,459468.2,46005.57
DEC-0497,Newcastle,Visakhapatnam (Outer),Supramax,13.9,Visakhapatnam,VLSFO,1049.3,10.3,1156508.13,153993.2
DEC-0498,Norfolk,Haldia,Supramax,13.5,Singapore,VLSFO,454.9,24.9,1784094.25,241578.37
DEC-0499,Samarinda,Visakhapatnam (Inner),Supramax,14.0,Rotterdam,HSFO,978.5,18.8,1921494.99,293003.15
DEC-0500,Samarinda,Gangavaram,Panamax,13.7,Fujairah,LSMGO,867.8,9.6,1347755.62,150991.44
DEC-0501,Maputo,Dhamra,Handysize,14.0,Fujairah,VLSFO,1129.4,28.4,542505.12,56139.11
DEC-0502,Norfolk,Visakhapatnam (Outer),Panamax,13.8,Fujairah,VLSFO,750.2,26.5,1988642.73,334929.67
DEC-0503,Richards Bay,Visakhapatnam (Outer),Handysize,11.9,Rotterdam,HSFO,575.5,25.9,2116753.94,458782.73
DEC-0504,Richards Bay,Dhamra,Handysize,12.2,Fujairah,HSFO,1074.7,16.7,2017293.36,237674.44
DEC-0505,Richards Bay,Dhamra,Supramax,11.8,Visakhapatnam,HSFO,1181.5,25.8,1017710.08,116433.19
DEC-0506,Richards Bay,Paradip,Capesize,12.3,Visakhapatnam,LSMGO,752.6,11.2,1955616.49,359131.96
DEC-0507,Samarinda,Visakhapatnam (Inner),Handysize,11.8,Fujairah,HSFO,413.2,31.7,1985266.73,339230.55
DEC-0508,Richards Bay,Dhamra,Handysize,13.1,Visakhapatnam,HSFO,799.4,21.1,1085293.06,217387.34
DEC-0509,Samarinda,Visakhapatnam (Inner),Handysize,12.8,Singapore,LSMGO,951.7,29.1,522142.7,79277.87
DEC-0510,Newcastle,Gangavaram,Handysize,11.8,Fujairah,VLSFO,401.2,23.9,877053.73,185832.95
DEC-0511,Newcastle,Paradip,Panamax,12.8,Visakhapatnam,VLSFO,563.0,13.1,1166921.5,143304.95
DEC-0512,Samarinda,Haldia,Supramax,12.2,Singapore,LSMGO,449.5,21.0,675712.98,57632.86
DEC-0513,Norfolk,Dhamra,Capesize,12.6,Singapore,LSMGO,717.9,13.5,474989.76,79948.1
DEC-0514,Samarinda,Gangavaram,Handysize,13.8,Rotterdam,LSMGO,1004.6,18.1,1157667.99,204405.1
DEC-0515,Maputo,Haldia,Panamax,12.0,Visakhapatnam,VLSFO,922.9,15.3,1558409.23,189116.65
DEC-0516,Norfolk,Gopalpur,Handysize,12.2,Singapore,LSMGO,1105.9,11.4,1600106.07,202452.23
DEC-0517,Newcastle,Dhamra,Supramax,13.2,Fujairah,LSMGO,1106.1,20.2,1285595.25,228843.98
DEC-0518,Norfolk,Gopalpur,Handysize,13.3,Visakhapatnam,LSMGO,554.6,21.5,739213.99,69662.85
DEC-0519,Richards Bay,Gopalpur,Supramax,13.8,Visakhapatnam,VLSFO,609.3,25.3,1159587.68,138898.83
DEC-0520,Richards Bay,Gangavaram,Supramax,12.7,Rotterdam,LSMGO,457.5,13.7,939296.66,154986.02
DEC-0521,Maputo,Paradip,Capesize,12.9,Fujairah,HSFO,712.4,9.6,768633.72,107283.1
DEC-0522,Norfolk,Paradip,Panamax,12.4,Singapore,HSFO,815.6,30.3,1750410.04,159655.59
DEC-0523,Norfolk,Dhamra,Panamax,11.9,Rotterdam,VLSFO,673.0,18.5,1419981.47,255168.7
DEC-0524,Norfolk,Visakhapatnam (Outer),Panamax,13.8,Rotterdam,LSMGO,969.3,27.7,831380.91,130762.22
DEC-0525,Newcastle,Paradip,Handysize,13.4,Fujairah,VLSFO,1090.4,24.0,1846361.96,245892.04
DEC-0526,Samarinda,Haldia,Handysize,14.0,Visakhapatnam,HSFO,474.3,24.1,779238.61,169242.22
DEC-0527,Maputo,Haldia,Panamax,12.3,Rotterdam,LSMGO,868.3,27.8,1171229.67,183652.22
DEC-0528,Newcastle,Gopalpur,Capesize,12.7,Fujairah,VLSFO,693.7,9.7,1656489.29,344807.46
DEC-0529,Maputo,Gangavaram,Handysize,12.4,Visakhapatnam,LSMGO,874.6,24.4,1121191.19,140294.82
DEC-0530,Newcastle,Dhamra,Capesize,12.2,Fujairah,VLSFO,818.7,26.2,940021.07,176317.83
DEC-0531,Richards Bay,Visakhapatnam (Outer),Panamax,12.2,Singapore,LSMGO,443.7,21.4,2154767.06,237208.22
DEC-0532,Newcastle,Dhamra,Handysize,13.5,Singapore,HSFO,703.6,8.8,1497660.27,325067.79
DEC-0533,Samarinda,Gopalpur,Panamax,13.9,Rotterdam,LSMGO,739.4,22.3,1131528.64,246376.64
DEC-0534,Maputo,Haldia,Handysize,12.2,Fujairah,VLSFO,1122.5,29.6,1864453.05,375591.71
DEC-0535,Richards Bay,Haldia,Handysize,11.6,Visakhapatnam,VLSFO,1076.6,30.5,723894.99,67096.87
DEC-0536,Samarinda,Haldia,Supramax,12.3,Visakhapatnam,VLSFO,922.9,27.4,1263460.71,267087.9
DEC-0537,Norfolk,Dhamra,Panamax,13.8,Visakhapatnam,HSFO,1104.1,14.7,1819794.06,268770.55
DEC-0538,Norfolk,Paradip,Handysize,12.0,Visakhapatnam,HSFO,681.1,31.1,984374.31,119143.99
DEC-0539,Newcastle,Dhamra,Capesize,13.1,Singapore,VLSFO,552.7,27.7,628535.92,88421.79
DEC-0540,Maputo,Visakhapatnam (Inner),Handysize,12.0,Visakhapatnam,LSMGO,677.7,25.8,702215.03,115685.63
DEC-0541,Newcastle,Paradip,Supramax,14.0,Singapore,VLSFO,641.8,26.7,1880557.46,328014.65
DEC-0542,Richards Bay,Haldia,Handysize,11.5,Visakhapatnam,HSFO,721.1,11.7,2066356.86,373623.46
DEC-0543,Norfolk,Paradip,Handysize,13.2,Visakhapatnam,LSMGO,541.3,10.8,612155.03,132547.63
DEC-0544,Maputo,Gangavaram,Capesize,12.0,Singapore,HSFO,887.1,12.6,923937.77,132119.24
DEC-0545,Newcastle,Haldia,Handysize,11.7,Visakhapatnam,VLSFO,654.7,23.2,1540261.93,326580.63
DEC-0546,Richards Bay,Gopalpur,Panamax,12.5,Fujairah,HSFO,625.3,9.3,1467549.31,135362.3
DEC-0547,Newcastle,Gangavaram,Handysize,12.2,Singapore,LSMGO,993.7,17.3,1936056.3,252012.68
DEC-0548,Newcastle,Haldia,Supramax,11.6,Fujairah,LSMGO,423.1,31.4,1737801.25,256176.98
DEC-0549,Maputo,Paradip,Handysize,12.7,Fujairah,LSMGO,901.0,8.5,1236883.53,223416.32
DEC-0550,Samarinda,Visakhapatnam (Outer),Supramax,13.9,Fujairah,LSMGO,679.5,16.4,1097232.2,215828.0
DEC-0551,Samarinda,Dhamra,Panamax,11.7,Singapore,VLSFO,844.2,19.2,1350575.24,179281.41
DEC-0552,Maputo,Gangavaram,Supramax,11.8,Rotterdam,LSMGO,428.5,19.9,1258881.05,273867.25
DEC-0553,Richards Bay,Gangavaram,Handysize,12.7,Singapore,HSFO,1170.7,13.8,1937073.16,248426.55
DEC-0554,Maputo,Gangavaram,Capesize,13.2,Visakhapatnam,HSFO,978.3,13.7,611917.48,101413.53
DEC-0555,Richards Bay,Visakhapatnam (Outer),Handysize,13.9,Visakhapatnam,HSFO,430.2,15.8,1777857.28,146587.57
DEC-0556,Norfolk,Haldia,Handysize,13.4,Fujairah,VLSFO,1187.2,17.5,631126.65,101156.57
DEC-0557,Norfolk,Gopalpur,Panamax,12.3,Fujairah,HSFO,1141.7,9.9,1862010.12,345223.31
DEC-0558,Maputo,Gangavaram,Panamax,13.7,Visakhapatnam,LSMGO,524.5,20.3,994839.76,117929.73
DEC-0559,Maputo,Haldia,Panamax,13.9,Rotterdam,LSMGO,901.7,15.4,722767.27,89527.39
DEC-0560,Richards Bay,Paradip,Capesize,12.7,Singapore,LSMGO,838.7,9.7,562229.05,61140.31
DEC-0561,Norfolk,Visakhapatnam (Inner),Supramax,11.6,Fujairah,HSFO,961.5,21.1,1365100.95,161239.3
DEC-0562,Richards Bay,Paradip,Capesize,12.0,Rotterdam,VLSFO,1048.5,11.1,1778649.11,382795.47
DEC-0563,Newcastle,Dhamra,Capesize,13.4,Visakhapatnam,LSMGO,668.9,27.4,504904.47,96990.57
DEC-0564,Maputo,Visakhapatnam (Outer),Panamax,12.5,Visakhapatnam,LSMGO,1071.2,12.2,993650.69,127052.15
DEC-0565,Newcastle,Gangavaram,Handysize,13.6,Visakhapatnam,HSFO,571.4,26.2,607041.23,119158.98
DEC-0566,Richards Bay,Visakhapatnam (Inner),Panamax,13.2,Fujairah,HSFO,556.1,22.9,1569428.92,292107.34
DEC-0567,Richards Bay,Visakhapatnam (Outer),Capesize,12.2,Visakhapatnam,HSFO,882.4,13.1,2134340.37,213926.63
DEC-0568,Norfolk,Gangavaram,Supramax,12.5,Rotterdam,HSFO,1085.2,23.5,2184905.66,233234.17
DEC-0569,Newcastle,Gopalpur,Capesize,12.2,Visakhapatnam,LSMGO,487.2,29.0,2139770.89,311378.56
DEC-0570,Maputo,Haldia,Panamax,13.2,Singapore,HSFO,1072.1,24.0,514729.23,110327.36
DEC-0571,Maputo,Visakhapatnam (Outer),Panamax,13.9,Singapore,HSFO,901.0,25.4,1998536.97,390175.22
DEC-0572,Maputo,Visakhapatnam (Inner),Panamax,12.9,Singapore,VLSFO,1013.0,13.0,1919231.41,286403.82
DEC-0573,Samarinda,Visakhapatnam (Outer),Handysize,13.9,Singapore,VLSFO,678.5,9.4,1510950.07,305285.24
DEC-0574,Newcastle,Visakhapatnam (Outer),Handysize,13.6,Rotterdam,LSMGO,568.0,17.4,1340105.92,222665.96
DEC-0575,Newcastle,Visakhapatnam (Inner),Supramax,11.9,Visakhapatnam,VLSFO,1139.5,27.0,520548.45,70823.39
DEC-0576,Newcastle,Paradip,Supramax,12.8,Visakhapatnam,VLSFO,531.6,9.9,1572258.72,143577.82
DEC-0577,Samarinda,Visakhapatnam (Inner),Handysize,12.4,Rotterdam,LSMGO,838.9,29.4,1518011.34,148356.11
DEC-0578,Newcastle,Visakhapatnam (Inner),Panamax,13.4,Visakhapatnam,HSFO,818.1,17.2,1611477.33,270366.42
DEC-0579,Samarinda,Haldia,Handysize,12.7,Rotterdam,HSFO,515.8,12.0,580185.67,80564.54
DEC-0580,Norfolk,Gopalpur,Handysize,12.3,Singapore,HSFO,1161.8,31.6,552999.18,84065.87
DEC-0581,Samarinda,Gangavaram,Panamax,13.5,Singapore,LSMGO,634.9,16.2,1014007.99,113959.89
DEC-0582,Samarinda,Dhamra,Handysize,13.3,Rotterdam,LSMGO,785.2,22.7,1122637.4,226573.56
DEC-0583,Richards Bay,Haldia,Panamax,13.4,Fujairah,VLSFO,544.8,30.9,885152.46,186763.69
DEC-0584,Samarinda,Dhamra,Handysize,12.8,Rotterdam,VLSFO,945.1,25.8,2191252.59,208303.63
DEC-0585,Norfolk,Paradip,Handysize,11.6,Visakhapatnam,VLSFO,485.5,30.0,693419.03,90391.48
DEC-0586,Norfolk,Visakhapatnam (Outer),Capesize,13.0,Fujairah,HSFO,461.7,24.9,1321166.62,255643.23
DEC-0587,Richards Bay,Visakhapatnam (Outer),Panamax,12.4,Singapore,LSMGO,1047.8,24.0,1815640.07,320047.82
DEC-0588,Maputo,Paradip,Capesize,12.0,Visakhapatnam,LSMGO,684.4,13.3,1857894.33,204343.89
DEC-0589,Norfolk,Visakhapatnam (Outer),Handysize,12.1,Singapore,LSMGO,1080.5,18.7,1307354.35,148271.13
DEC-0590,Norfolk,Visakhapatnam (Inner),Supramax,13.7,Fujairah,VLSFO,851.0,18.8,1056446.01,215604.72
DEC-0591,Newcastle,Paradip,Handysize,11.8,Singapore,HSFO,896.5,29.1,675499.5,63908.48
DEC-0592,Maputo,Haldia,Supramax,12.5,Visakhapatnam,VLSFO,669.4,12.0,1352437.19,134365.69
DEC-0593,Maputo,Visakhapatnam (Inner),Supramax,12.1,Fujairah,LSMGO,537.9,29.3,1761529.09,225832.41
DEC-0594,Maputo,Visakhapatnam (Outer),Capesize,13.9,Fujairah,VLSFO,1073.6,21.0,2088336.8,284456.27
DEC-0595,Samarinda,Visakhapatnam (Inner),Handysize,11.5,Visakhapatnam,VLSFO,1047.3,16.6,1287673.53,136017.65
DEC-0596,Newcastle,Haldia,Panamax,13.2,Rotterdam,HSFO,1107.2,18.1,1676468.92,166590.98
DEC-0597,Newcastle,Haldia,Supramax,13.3,Singapore,LSMGO,1026.2,21.8,596426.0,49634.36
DEC-0598,Samarinda,Haldia,Supramax,13.2,Visakhapatnam,LSMGO,535.2,29.5,1167760.77,254511.88
DEC-0599,Newcastle,Gopalpur,Supramax,13.9,Singapore,VLSFO,805.7,12.5,943999.93,179951.42
DEC-0600,Samarinda,Haldia,Supramax,12.8,Visakhapatnam,HSFO,1124.9,16.5,1014645.35,175160.62
DEC-0601,Samarinda,Haldia,Handysize,12.2,Fujairah,HSFO,1138.3,9.3,2082001.73,259248.87
DEC-0602,Newcastle,Gangavaram,Capesize,12.5,Singapore,VLSFO,817.3,12.9,1824174.9,183573.7
DEC-0603,Richards Bay,Gangavaram,Panamax,11.8,Rotterdam,HSFO,650.1,27.7,971734.55,143235.19
DEC-0604,Samarinda,Paradip,Capesize,13.8,Rotterdam,LSMGO,407.0,23.6,1907695.98,289876.15
DEC-0605,Samarinda,Gangavaram,Panamax,11.8,Visakhapatnam,LSMGO,1144.7,28.6,1726132.78,272096.7
DEC-0606,Maputo,Paradip,Handysize,13.3,Rotterdam,LSMGO,1147.2,29.2,1647420.84,271306.47
DEC-0607,Samarinda,Gangavaram,Supramax,12.7,Visakhapatnam,HSFO,718.6,31.0,1171173.89,98223.29
DEC-0608,Richards Bay,Gangavaram,Handysize,13.6,Singapore,LSMGO,487.4,20.3,1843000.08,327791.45
DEC-0609,Samarinda,Visakhapatnam (Inner),Panamax,11.5,Fujairah,VLSFO,848.2,19.7,480641.21,56962.33
DEC-0610,Norfolk,Visakhapatnam (Outer),Panamax,12.6,Visakhapatnam,HSFO,465.7,31.8,2157526.97,285344.67
DEC-0611,Maputo,Visakhapatnam (Outer),Supramax,12.0,Fujairah,VLSFO,1117.6,24.7,609656.81,57051.9
DEC-0612,Newcastle,Visakhapatnam (Inner),Supramax,14.0,Rotterdam,HSFO,1106.7,27.6,568768.57,103520.35
DEC-0613,Richards Bay,Gangavaram,Supramax,13.2,Fujairah,LSMGO,1052.6,16.8,1719235.04,337757.1
DEC-0614,Norfolk,Paradip,Supramax,11.9,Rotterdam,HSFO,1048.5,8.9,1431891.04,129051.88
DEC-0615,Richards Bay,Visakhapatnam (Inner),Panamax,11.8,Fujairah,HSFO,544.0,18.7,635294.26,72777.15
DEC-0616,Maputo,Visakhapatnam (Inner),Supramax,13.2,Visakhapatnam,VLSFO,589.9,28.3,1250227.88,142610.48
DEC-0617,Newcastle,Visakhapatnam (Inner),Handysize,12.2,Rotterdam,HSFO,889.0,13.1,2044041.41,341411.04
DEC-0618,Newcastle,Paradip,Handysize,13.7,Fujairah,LSMGO,981.4,23.1,1040752.84,138625.59
DEC-0619,Richards Bay,Paradip,Supramax,11.7,Rotterdam,LSMGO,1046.2,10.3,1236221.72,201367.01
DEC-0620,Samarinda,Haldia,Panamax,11.7,Visakhapatnam,HSFO,486.2,19.7,1196811.13,205694.73
DEC-0621,Richards Bay,Dhamra,Capesize,13.0,Singapore,VLSFO,897.2,15.9,1289668.06,105543.61
DEC-0622,Newcastle,Visakhapatnam (Outer),Panamax,12.4,Fujairah,VLSFO,765.7,23.4,2121629.88,411230.23
DEC-0623,Samarinda,Paradip,Supramax,12.3,Singapore,VLSFO,927.3,11.3,598957.2,118065.71
DEC-0624,Maputo,Haldia,Handysize,12.1,Singapore,VLSFO,1039.7,10.2,885635.33,135993.1
DEC-0625,Samarinda,Paradip,Panamax,13.6,Singapore,HSFO,490.6,29.2,1949161.43,394411.85
DEC-0626,Norfolk,Gangavaram,Capesize,13.3,Singapore,VLSFO,501.0,26.7,1656902.42,237780.98
DEC-0627,Maputo,Visakhapatnam (Inner),Supramax,12.2,Visakhapatnam,HSFO,1034.5,8.4,955930.78,172251.55
DEC-0628,Richards Bay,Gopalpur,Capesize,12.9,Singapore,HSFO,869.0,8.9,797618.31,105007.81
DEC-0629,Newcastle,Visakhapatnam (Inner),Panamax,13.7,Visakhapatnam,VLSFO,437.8,11.2,620199.62,112412.76
DEC-0630,Maputo,Gangavaram,Handysize,13.5,Singapore,LSMGO,590.6,11.6,1559889.41,185898.32
DEC-0631,Norfolk,Paradip,Supramax,12.5,Singapore,LSMGO,1019.0,26.8,708212.04,140371.99
DEC-0632,Richards Bay,Visakhapatnam (Inner),Handysize,11.9,Singapore,LSMGO,540.0,16.5,1987503.39,394469.79
DEC-0633,Norfolk,Visakhapatnam (Outer),Capesize,12.8,Visakhapatnam,VLSFO,1187.1,28.7,1102396.27,152884.4
DEC-0634,Maputo,Visakhapatnam (Outer),Supramax,12.1,Fujairah,HSFO,418.8,22.4,1060467.43,110161.52
DEC-0635,Maputo,Visakhapatnam (Inner),Supramax,12.6,Rotterdam,HSFO,816.3,12.8,1065140.92,112792.34
DEC-0636,Maputo,Dhamra,Handysize,12.4,Singapore,HSFO,747.2,10.5,2168349.61,472233.53
DEC-0637,Samarinda,Paradip,Panamax,12.9,Visakhapatnam,HSFO,1081.3,22.3,1875562.86,166707.92
DEC-0638,Richards Bay,Gangavaram,Handysize,12.2,Fujairah,HSFO,658.3,22.9,1815020.99,358793.38
DEC-0639,Samarinda,Visakhapatnam (Outer),Capesize,13.2,Singapore,LSMGO,834.4,28.1,1153225.12,235054.28
DEC-0640,Newcastle,Gopalpur,Supramax,12.0,Fujairah,HSFO,904.5,16.4,858077.18,80803.13
DEC-0641,Norfolk,Visakhapatnam (Inner),Panamax,13.3,Fujairah,VLSFO,450.2,17.3,1011376.15,181003.05
DEC-0642,Richards Bay,Gopalpur,Capesize,12.8,Fujairah,LSMGO,877.5,10.8,886264.39,154085.27
DEC-0643,Norfolk,Gopalpur,Capesize,11.7,Fujairah,VLSFO,717.4,18.3,1293272.82,194366.4
DEC-0644,Richards Bay,Dhamra,Handysize,12.1,Fujairah,VLSFO,540.6,28.1,707741.81,74444.2
DEC-0645,Maputo,Dhamra,Supramax,13.3,Singapore,VLSFO,453.6,12.3,660023.21,132322.03
DEC-0646,Samarinda,Dhamra,Handysize,12.7,Visakhapatnam,LSMGO,1085.2,30.1,1644784.48,361102.97
DEC-0647,Newcastle,Visakhapatnam (Outer),Panamax,11.8,Rotterdam,HSFO,479.6,19.7,1769157.71,217072.07
DEC-0648,Richards Bay,Dhamra,Supramax,13.5,Fujairah,LSMGO,863.5,21.5,1891884.56,180546.06
DEC-0649,Samarinda,Paradip,Panamax,11.8,Fujairah,HSFO,753.9,27.4,2172916.4,213497.52
DEC-0650,Newcastle,Dhamra,Capesize,12.2,Rotterdam,HSFO,654.4,19.2,1009152.7,120770.14
DEC-0651,Norfolk,Gangavaram,Handysize,11.6,Visakhapatnam,LSMGO,562.8,10.2,1563647.24,277671.45
DEC-0652,Newcastle,Gopalpur,Panamax,12.6,Fujairah,VLSFO,819.6,17.7,1093847.28,216063.44
DEC-0653,Norfolk,Haldia,Handysize,13.5,Visakhapatnam,HSFO,834.2,9.3,1714149.7,231389.98
DEC-0654,Newcastle,Gangavaram,Handysize,11.8,Singapore,VLSFO,977.4,20.0,1129428.97,195181.99
DEC-0655,Newcastle,Gopalpur,Capesize,12.6,Fujairah,HSFO,460.4,22.5,1389062.47,137326.55
DEC-0656,Norfolk,Haldia,Panamax,12.5,Visakhapatnam,LSMGO,1021.1,22.6,1632967.72,208992.58
DEC-0657,Samarinda,Haldia,Panamax,12.1,Singapore,VLSFO,1052.3,23.7,537887.59,118129.85
DEC-0658,Norfolk,Gangavaram,Panamax,11.6,Rotterdam,VLSFO,1090.9,12.3,1557682.46,342174.77
DEC-0659,Maputo,Visakhapatnam (Outer),Supramax,13.0,Singapore,VLSFO,710.7,16.3,979306.36,80243.71
DEC-0660,Richards Bay,Gangavaram,Panamax,11.8,Visakhapatnam,LSMGO,1164.8,22.9,1225002.98,178479.28
DEC-0661,Norfolk,Gopalpur,Handysize,12.9,Fujairah,LSMGO,623.2,16.7,708979.92,137948.3
DEC-0662,Richards Bay,Gopalpur,Capesize,11.5,Rotterdam,VLSFO,560.7,22.8,1606249.32,233742.31
DEC-0663,Norfolk,Visakhapatnam (Outer),Panamax,13.0,Rotterdam,HSFO,1154.0,10.9,2199312.26,307722.66
DEC-0664,Maputo,Dhamra,Supramax,11.9,Rotterdam,VLSFO,869.9,22.8,503813.97,47059.04
DEC-0665,Maputo,Gangavaram,Handysize,13.5,Rotterdam,HSFO,979.4,11.1,726748.7,71277.38
DEC-0666,Newcastle,Visakhapatnam (Inner),Supramax,12.3,Fujairah,VLSFO,721.7,23.6,791392.59,114817.79
DEC-0667,Newcastle,Gopalpur,Capesize,13.4,Rotterdam,LSMGO,597.4,8.5,682377.1,57180.02
DEC-0668,Samarinda,Dhamra,Panamax,13.7,Visakhapatnam,LSMGO,658.8,8.6,909505.22,127336.03
DEC-0669,Richards Bay,Gopalpur,Supramax,13.8,Singapore,LSMGO,617.9,23.6,599599.68,120190.85
DEC-0670,Newcastle,Gangavaram,Capesize,11.5,Singapore,VLSFO,918.6,18.7,547974.31,77515.61
DEC-0671,Newcastle,Gangavaram,Capesize,12.7,Fujairah,VLSFO,768.9,13.5,1145680.94,243501.35
DEC-0672,Richards Bay,Dhamra,Capesize,11.6,Fujairah,LSMGO,585.9,11.4,531188.95,63886.02
DEC-0673,Richards Bay,Gangavaram,Handysize,12.0,Rotterdam,HSFO,1110.2,18.8,1675725.21,135308.8
DEC-0674,Samarinda,Dhamra,Handysize,14.0,Rotterdam,LSMGO,752.1,19.8,1751409.05,228333.54
DEC-0675,Norfolk,Visakhapatnam (Inner),Handysize,12.2,Visakhapatnam,VLSFO,615.7,8.3,1976383.85,235329.69
DEC-0676,Norfolk,Haldia,Panamax,12.5,Rotterdam,HSFO,1154.2,28.8,482943.04,43188.37
DEC-0677,Maputo,Paradip,Handysize,13.2,Fujairah,HSFO,1012.6,16.2,865009.71,119321.57
DEC-0678,Richards Bay,Visakhapatnam (Inner),Handysize,12.1,Fujairah,LSMGO,1110.6,22.1,863326.85,173076.85
DEC-0679,Norfolk,Haldia,Handysize,13.9,Singapore,HSFO,932.7,15.8,1967259.42,362669.83
DEC-0680,Norfolk,Gangavaram,Capesize,13.3,Rotterdam,VLSFO,807.6,17.0,1662707.87,204541.1
